,Unnamed: 0,id,public_metrics,text,likecount,lang,author_id,created_at,edit_history_tweet_ids
1017,642,1581689812288827392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@LisaBarlow7 @Wendys ,♥️♥️",0,und,,,
1018,643,1581689757926838272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@LisaBarlow7 @Wendys Who needs friends when you have @Wendys @oh_my_god https://t.co/wP71m4tMiY @ozoze @tgutow @MrSloaneRanger #noonrwantstobeherfriend #jackhsiehcouturier,2,en,,,
1019,644,1581689399041232896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Thoriumwealth @Wendys @DoorDash I had this happen to me after getting my order through the drive thru @Wendys. Had to drive back, no sorry, nothing.",0,en,,,
1020,645,1581689279088300032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys They look good. Love you Lisa !,0,en,,,
1021,646,1581687620395970560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Ranger264wm @CountDankulaTV @Wendys As long as I don't fall into it I don't care,1,en,,,
1022,647,1581687350236966912,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@LifeandliesSyra @CountDankulaTV @Wendys Hmm, has me wondering if then you would also need a square toilet?
Maybe that explains it...",1,en,,,
1023,648,1581686983696400389,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","When @Wendys sees a massive uptick in French toast sticks orders, it’ll all be because of queen @LisaBarlow7 https://t.co/iFnyylQcji",0,en,,,
1024,649,1581686868646670338,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys #ad gross,0,en,,,
1025,650,1581686753135824898,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@3uropa_ @CountDankulaTV @Wendys I like grease. Less fat is for Soyboys.,0,en,,,
1026,651,1581686727390830592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys we love lisa barlow!!!!!,0,en,,,
1027,652,1581686668419272704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys Greed &gt; Morals,0,en,,,
1028,653,1581686634159841282,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","@Ranger264wm @CountDankulaTV @Wendys Lol. I just want a square bun. @Wendys can call it #basedbun
""Because we don't cut corners for quality""",2,en,,,
1029,654,1581686512080818177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@Wendys How much money did you pay her vs firing the team member w/ Down Syndrome &amp; 20+ years of service?!,2,en,,,
1030,655,1581686315758006273,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@LifeandliesSyra @CountDankulaTV @Wendys Wendy’s in the UK probably won’t be exactly the same as US though. There may have been less grease on yours,1,en,,,
1031,656,1581686249932619776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys These are guaranteed to make you 💩 your pants,0,en,,,
1032,657,1581686122891350016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@LisaBarlow7 @Wendys Ah, look at you!! Keep supporting the company that fires team members with Down Syndrome and 20+ years of service!",0,en,,,
1033,658,1581686117534867458,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys Well now I want some French toast sticks. Lol,0,en,,,
1034,659,1581686102112751616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",If I get TWO biggie bags….. Why in the hell would y’all put it in ONE bag?????? @Wendys,0,en,,,
1035,660,1581686017525919744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys @ReggieBush Not funny
Didn’t laugh",0,en,,,
1036,661,1581686009712234498,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@LisaBarlow7 @Wendys Need to try these queen!!!  https://t.co/uPkD4KlPmm,2,en,,,
1037,662,1581685738063945728,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@LifeandliesSyra @CountDankulaTV @Wendys To start, just go around the burger and bite off the exposed corners, then proceed as if it had been a round burger all along.",1,en,,,
1038,663,1581685118120656898,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",@BravoTV @Wendys That's like $30-40 worth of french toast sticks,3,en,,,
1039,664,1581684978223439873,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys my fast food queen,0,en,,,
1040,665,1581684429222604806,"{'retweet_count': 8, 'reply_count': 15, 'like_count': 214, 'quote_count': 1}","Try them. You will love it, too. 💕💕 @Wendys https://t.co/bOUGJW8vOa",214,en,,,
1041,666,1581683892016205825,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 63, 'quote_count': 3}",Bravoholics enjoying @Wendys French Toast Sticks for brunch at Bravopalooza? As Wendy's partner @LisaBarlow7 would say... we love that. #ad #BravoCon https://t.co/AjP2o8PAYT,63,en,,,
1042,667,1581683429414154240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I’m still weak that @Wendys really dropped that album tho 🤣🤣,0,en,,,
1043,668,1581683403459809281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys i have to agree,0,en,,,
1044,669,1581682399615688704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys At your SW 120th Ave Miami location, I ordered a hamburger. When I opened the bag to eat, there was a cheeseburger. I'm allergic to cheese. There's there's no receipt, and they aren't answering the phone. *HANGRY*",0,en,,,
1045,670,1581682318195859457,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@richyrich323 @UniversalPics @JBfromDC89 @meetM3GAN @Wendys So true! Lol,1,en,,,
1046,671,1581681609320775680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@safenbamt @Wendys @McDonalds reliable mt seller,0,en,,,
1047,672,1581681317397553153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys bruhhh these things are soooo freaking goooooood,0,en,,,
1048,673,1581681254935957504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush Wendy's is above Par when compared to McDonald's.,0,en,,,
1049,674,1581681199113973760,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush https://t.co/AyqqASykmg,0,qme,,,
1050,675,1581681062505500672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@frodiles98 @BravoTV @Wendys Well hurry up then,1,en,,,
1051,676,1581680861316993025,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys @leil_lani let’s get some,0,en,,,
1052,677,1581680211598266370,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",@BlueBoy8000 @UniversalPics @JBfromDC89 @meetM3GAN I’m loving all the company twitters lately. The gay intern controlling @Wendys twitter walked so the rest could run tbh. That was the OG clap back company twitter. 😂,4,en,,,
1053,678,1581680058443321346,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys out here cracking on @McDonalds 😂 #imlovingit https://t.co/eIU5MA4S47,0,en,,,
1054,679,1581679760207323136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys okay - your frosty are magic! Thank you!,0,en,,,
1055,680,1581679114242908161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys You and @lipstickmommy world get along great!!,0,en,,,
1056,681,1581678468525268992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@PureChiLL @Wendys,0,qam,,,
1057,682,1581678461152014336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@davidmarinojr Me and $gtii and $fngr.  We have the meats!
@Arbys @Wendys what do you squeeze at Arby's and Wendy's?",1,en,,,
1058,683,1581678370332426241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@rylee_guimond33 @CrumblCookies I think @Wendys has them beat.,0,en,,,
1059,685,1581676036747825154,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Now I’m getting hungry 😋 for THICC French toast. I’ll be back!😎 https://t.co/LctFvkoOwK,0,en,,,
1060,686,1581675703439097857,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@Wendys https://t.co/Ch4TeCdYNh,2,qme,,,
1061,687,1581675686552444928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Bring back the old fries,0,en,,,
1062,688,1581675677987659776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@BravoTV @Wendys Make your own bread, egg, and sugar sticks.",0,en,,,
1063,689,1581674994249392128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@MewinaBubble @BravoTV @Wendys Animal abuse needs to be taken very seriously in most states BECAUSE it’s seen as a gateway for human abuse.Please support patient safety and animal safety in Maine by signing and retweeting. Thanks! 

https://t.co/W8yGQXyd24
https://t.co/e2DKNmnuOO",1,en,,,
1064,690,1581673394650910720,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",@CountDankulaTV Baconator is really nice. Got it at a @Wendys in Oxford. Still cannot cope with the buns being round and the burger squared....,2,en,,,
1065,691,1581672847600414721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",The attitude of the employees at the @Wendys drive-thru today was horrible.,0,en,,,
1066,692,1581672776955748352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@DocStrangelove2 @Wendys needs to take their own advice.
https://t.co/qdaMsJboc0",0,en,,,
1067,693,1581672618910183426,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@LisaBarlow7 @Wendys I love it, I love it",0,en,,,
1068,694,1581672163467485184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Wendys I was planning to try them until I saw this commercial.,1,en,,,
1069,695,1581672133511774210,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Wendy's fries are better than arby's. Change my mind https://t.co/AdycEuxS43,0,en,,,
1070,696,1581671696482062336,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@sonicbros8 @Wendys You really got the youtuber I have been watching for years flipping me off?,0,en,,,
1071,697,1581671033886502912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","I'm at Wendy’s - @wendys in Katy, TX https://t.co/mayMjnNla4",0,en,,,
1072,698,1581670935525851136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys 🤮,0,und,,,
1073,699,1581670780982931456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Baked Potato with Bacon &amp; Cheese &amp; 10 Piece Chicken Nuggets; 😁😁😁 https://t.co/JnKkHspYAn,0,en,,,
1074,700,1581670756144279553,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 40, 'quote_count': 0}","#TW Systemic Racism, injustice, murder

Cops murdered a black man for existing without someone profiting. Murder brought to you in part by @Wendys . https://t.co/fMwt1owAW4 https://t.co/0mI6diGsnw",40,en,,,
1075,701,1581670223895474176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@cdaubitz @lorabama @Wendys I’ll make sure to avoid the locally-managed Wendy’s in Stanly, North Carolina. Otherwise, it remains my favourite burger and frosty place.",1,en,,,
1076,702,1581670196179189760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys You love Wendy’s too?,0,en,,,
1077,703,1581669825817944065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys Airdrop:MAGICDOGE
REWARD TOTAL :1000USDT &amp; 5.000.000 $MGD
✅Top1:300USDT
✅Top2:200USDT
✅Top3-5:100USDT
✅Top6-20:40USDT
✅Top21-100:62.500 $MGD
End:21th Oct
Join:https://t.co/5klUa0tc73 
https://t.co/OK0H1n5Exy
@magicdogeglobal

#dogecoin #BSC #MAGICDOGEBNB #7497",0,en,,,
1078,704,1581669389879119873,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @LisaBarlow7 Nah I want to see her REALLY eat all of those. https://t.co/z9u6PkNFI9,0,en,,,
1079,705,1581669335625449472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@MewinaBubble @SachinRaghavan3 @RickandMorty @Wendys No, you can avoid soy fed animals by shopping for locally sourced meat at food markets, which is much better for the environment and economy. Plus it is impossible to have a somewhat healthy vegan diet without eating soy. Especially if you are allergic to nuts.",0,en,,,
1080,706,1581668819223064577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@BravoTV @Wendys Unhealthy queen,1,en,,,
1081,707,1581667962217730053,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys https://t.co/wgaGlzqtE9,0,qme,,,
1082,708,1581667586051145728,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@Demonologist_VG @SachinRaghavan3 @RickandMorty @Wendys That would still make you obligated to be vegan anyway, because the majority of the worlds soy is grown for animal feed, for animals who are killed for meat and dairy. So if you want to stop soy production, you'd still need to be vegan.",0,en,,,
1083,709,1581666931954061314,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Fuck @Wendys , @McDonalds always fucking somebody order up, and nvm I'm not gonna throw shots at Wendy, they finna have a comeback",0,en,,,
1084,710,1581665991884701696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Ayo why you guys fire dennis,0,en,,,
1085,711,1581665763584507904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","@NolanCus19 @tacobell @Wendys They don’t care. @Wendys pretended to care for a minute, but not much more than that. Since then I bent the knee to @BurgerKing",4,en,,,
1086,712,1581664975268982786,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys Loving you girls this season and you guys BROUGHT IT at #BravoCon2022. The executives must be proud of how you engaged with the crowd.,0,en,,,
1087,713,1581664298048159745,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 38, 'quote_count': 0}",Say hey if you’d hit it from the back @Wendys @3465k6j542 @sezzul998 @Anchao19951123 @BlentAkgun @HongoNo1 @DannyJe16467214 @Eren77316216 @aprilalexcb @slutpixi  @GunTer0o0 @Lucius38579478 https://t.co/ar73F4rj3N,38,en,,,
1088,714,1581664151616643072,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",I really woke up wanting @Wendys bc that @ExtraGravyShow bonus episode 😭😂😂,2,en,,,
1089,715,1581663738058326018,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@KateLoves_Bravo @LisaBarlow7 @Wendys No shes a Taco Bell lady,0,en,,,
1090,716,1581663460789624835,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@NolanCus19 @tacobell @Wendys Whoa no need to throw a Wendy’s dig in there man. Uncalled for,2,en,,,
1091,717,1581662141899501574,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@MadScientistFF @Wendys Breakfast Baconator. McMuffin can’t compete with that.,0,en,,,
1092,718,1581659424078196737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",When after a 20-hour day you fall asleep 5 minutes before your @UberEats gets there and wake up to this travesty in the morning. It was probably squirrels. This @Wendys's would have been great for my hangover this morning https://t.co/5yFQwR3vWR,1,en,,,
1093,719,1581659135267176449,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys requesting that the sauce team bring back the bbq sauce. Nobody asked yall to change it in the first place!,0,en,,,
1094,720,1581658972301721600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys what would you do if someone brings a McDonald’s Big Mac to one of your restaurants?,0,en,,,
1095,721,1581658316266405888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@BravoTV @Wendys https://t.co/ZYcofGR4JN,1,qme,,,
1096,722,1581658038372798465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys We love our fast food loving Queen B 💙,0,en,,,
1097,723,1581657210287165445,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush it's a reggie bag,0,en,,,
1098,724,1581655830247919617,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CreativeKarma0 @CalebOrman @BravoTV @Wendys Just gross I’ll take bk sticks,0,en,,,
1099,725,1581655657413214208,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 13, 'quote_count': 0}",@BravoTV @Wendys The nastiest French toast sticks ever,13,en,,,
1100,726,1581654844322230272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys https://t.co/ZRQGIcbhG6,0,qme,,,
1101,727,1581654646254637061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Wendy’s French toast sticks want to to be BK so bad it’s a no for me @Wendys,0,en,,,
1102,728,1581654251448963074,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",It's always some shit with @Wendys 😐,1,en,,,
1103,729,1581654221169885186,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@LeslieA29 @DoorDash_Help @Thoriumwealth @DoorDash @Wendys 👍🏻👍🏻
I agree. 
@DoorDash has some issues that must attend promptly.
Food quality &amp; dashers payout. 
ur order should not be sitting on a rack @ the store cause no dasher wants to accept it. u shouldn't get ur order 1 hour late.
Non tippers must be blocked out of the system",0,en,,,
1104,730,1581654035580350465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Just saw my favorite redhead @Wendys,1,en,,,
1105,731,1581653811298697217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys  y’all gotta get it together!!! If I’m here for breakfast in time…. Pay for my order and get told to wait in the first parking spot..: don’t come out telling me y’all ain’t got no eggs cuz the manager counted them before she left EARLY,0,en,,,
1106,732,1581653759243214848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush More like BiggieBush amirite?!?!,0,en,,,
1107,733,1581652362384805890,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys Homemade finished is way  much better than Wendy’s,0,en,,,
1108,734,1581651919856365568,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","@Wendys I just wish Wendy's was an equal opportunity employer. After that poor man was fired for being differently abled, I will never endorse the company again.",4,en,,,
1109,735,1581651109298348032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys put the honey butter chicken biscuit on the all day menu. it’s the right thing to do.,0,en,,,
1110,736,1581650449626976259,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Dear..... @McDonalds @BurgerKing @Wendys @Popeyes @kfc @tacobell, etc.  This is a [Customer Service Announcement], being brought to you by good hardworking Americans: 🗣 Stop putting condiment packets inside with our food; touching what we are about to digest. IT IS UNSANITARY‼️",0,en,,,
1111,737,1581649428980850689,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys I’m voting for Nicki Minaj for Favorite Female Hip-Hop Artist at the #AMAs 
https://t.co/lBm1rDsril",0,en,,,
1112,738,1581649099476336640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","Thank you @Wendys employee of Norman, OK for brightening my morning. 

What a ray of sunshine.",3,en,,,
1113,739,1581648001608450050,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@PJKryjeski @Wendys leave him alone😠😠 he just wants french fries for his kids,2,en,,,
1114,740,1581647105973981185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","@LisaBarlow7 @Wendys Again PLEASE share your regime or otherwise bcuz you stay fit - and do not insult us with ""my fast metabolism"" chit bcuz you are not a teenager - you are a very fit grown woman who appears to eat what she wants.  It is moderation?  6 sticks &amp; shakes the rest of the day?#ShareBoo",4,en,,,
1115,741,1581647057206407168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Wendys Guess where I am NOT going to #SundayBrunch this #SundayMorning ?

Any #Wendys bc they fired a 20 year employee with #Autism for not being normal. 

David Thomas’ ghost is crapping in every #Smoothie until you rehire #Dennis ! 

https://t.co/a1pWNGdRyr",1,en,,,
1116,742,1581646390882897920,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 21, 'quote_count': 0}",Last night's highlights presented by @wendys! https://t.co/6qFkM3Yg3N,21,en,,,
1117,743,1581646238000128000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",AYO @Wendys I KNOW YOU CANT ROAST YOUNG BLUBBER 🤨💀😭🍆👨‍🦼 #livelikeye @kanyewest #belikeye #youngblubber,1,en,,,
1118,744,1581645637053218818,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Chicken Cordon Bleu?,0,ht,,,
1119,745,1581645128799698944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Has @Wendys made a statement regarding Dennis Peek’s termination?,0,en,,,
1120,746,1581644006361997314,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys She must be a bitcoiner look how orange she is,0,en,,,
1121,747,1581643927173857282,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys  so now you're firing a guy that has Downs Syndrome because ""he can't do his job like normal people"". That's what the manager gave as their reason for firing the guy. He worked for you for 20 years.  #Shameful",0,en,,,
1122,748,1581642512640327680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@LisaBarlow7 @Wendys They look yummy,1,en,,,
1123,749,1581641763659186178,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Yasssss @Wendys https://t.co/hQWgZWB4nz,0,und,,,
1124,750,1581640548791615488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @Wendys You fired an employee with down syndrome that worked for your shitty restaurant for 20 yrs cuz he couldn't do his job like a normal person? I smell a lawsuit!,0,en,,,
1125,751,1581640189545308160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@LameGuy07 @Frustratiing @Wendys Are you dumb,1,en,,,
1126,752,1581639081054072832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush WhAt a shame 😂🤦🏽‍♂️,0,en,,,
1127,753,1581638896370098178,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",@RachelleK710 @Wendys They are SOOOO good!!,4,en,,,
1128,754,1581638558783184897,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@dljordan2 @michaelharriot @RexChapman I think it was from a @Wendys kids meal that he bought for @ChristianWalk1r during a rare supervised, court-ordered visit @HerschelWalker",0,en,,,
1129,755,1581638314595352577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys It's Another Way Of Sharing Your Dish.,0,en,,,
1130,756,1581637014050390017,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@nick_meluso @Wendys Yes girl get that wendys check!!!!!,0,en,,,
1131,757,1581636190591033353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys This sandwich caused actual physical pain when I ate it.a $10 sandwich I only ate maybe 3 bites from,0,en,,,
1132,758,1581635106912931840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@foospro @CFBONFOX @blake_corum @DEdwards__ @UMichFootball @Wendys Wendy's has sucked for years anyway. They could have had Nobel Peace prize winners in their commercials and I still wouldn't eat there.,0,en,,,
1133,759,1581634980827918337,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys @waterpo34961085 Environmentalists raise their concerns about discovery of microplastic, accumulated as pollution around summit of highest mountain in Wales and term it as a warning sign to humans.
Tiny fragments of plastic have been discovered in lake Llyn Glaslyn,
https://t.co/fdNQhOpk9l",0,en,,,
1134,760,1581634453507493890,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Wendys Tried the New French Toast Sticks, they where nasty 🤢.  Are they grilled on a dirty grill then flattened?  They had a weird burnt bitter taste that left a nasty film in my mouth like they where drenched in Crisco Lard.  I’ll be sticking with BK and Jack in the Box. https://t.co/weovx7sS02",1,en,,,
1135,761,1581634043875012614,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys I’m voting for Nicki Minaj for Favorite Female Hip-Hop Artist at the #AMAs,0,en,,,
1136,762,1581633586888704022,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys how are y’all always out of lemonade? 🤦🏾‍♂️ #GetItTogetherMane,0,en,,,
1137,763,1581628796808986625,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@Wendys @arimat123,2,qam,,,
1138,764,1581628202417807360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Y’all betttaaaa get you a bagggg 😜@Wendys https://t.co/1RNcyn0r29,0,en,,,
1139,765,1581628101296939009,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@theeBranLee @Wendys I didn't know they did that,0,en,,,
1140,766,1581622472688160768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","I’m nasty , he nasty , we @Wendys 🤗",0,en,,,
1141,767,1581621770536202243,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys He he https://t.co/7iJr2xpZQC,0,en,,,
1142,768,1581621111074062337,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","@NolanCus19 @tacobell @Wendys That’s fucked up, I’m sorry that happened to you. Will you have to switch to Taco John’s?",2,en,,,
